Ref_Date,GEO,VALUE,BEVERAGE,PRODUCT,Vector,Coordinate,Value
2004,Nunavut,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20857998,14.2.14.1,0
2005,Nunavut,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20857998,14.2.14.1,0
2006,Nunavut,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20857998,14.2.14.1,0
2007,Nunavut,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20857998,14.2.14.1,..
2008,Nunavut,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20857998,14.2.14.1,..
2009,Nunavut,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20857998,14.2.14.1,..
2010,Nunavut,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20857998,14.2.14.1,..
2011,Nunavut,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20857998,14.2.14.1,..
2012,Nunavut,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20857998,14.2.14.1,..
2013,Nunavut,Volume in litres,"Sparkling, wines","Total products (x 1,000)",v20857998,14.2.14.1,..
2000,Nunavut,Volume in litres,Other wines,"Total products (x 1,000)",v20857999,14.2.15.1,14
2001,Nunavut,Volume in litres,Other wines,"Total products (x 1,000)",v20857999,14.2.15.1,13
2002,Nunavut,Volume in litres,Other wines,"Total products (x 1,000)",v20857999,14.2.15.1,13
2003,Nunavut,Volume in litres,Other wines,"Total products (x 1,000)",v20857999,14.2.15.1,14
2004,Nunavut,Volume in litres,Other wines,"Total products (x 1,000)",v20857999,14.2.15.1,15
2005,Nunavut,Volume in litres,Other wines,"Total products (x 1,000)",v20857999,14.2.15.1,19
2006,Nunavut,Volume in litres,Other wines,"Total products (x 1,000)",v20857999,14.2.15.1,21
2007,Nunavut,Volume in litres,Other wines,"Total products (x 1,000)",v20857999,14.2.15.1,21
2008,Nunavut,Volume in litres,Other wines,"Total products (x 1,000)",v20857999,14.2.15.1,26
2009,Nunavut,Volume in litres,Other wines,"Total products (x 1,000)",v20857999,14.2.15.1,25
2010,Nunavut,Volume in litres,Other wines,"Total products (x 1,000)",v20857999,14.2.15.1,26
2011,Nunavut,Volume in litres,Other wines,"Total products (x 1,000)",v20857999,14.2.15.1,31
2012,Nunavut,Volume in litres,Other wines,"Total products (x 1,000)",v20857999,14.2.15.1,34
2013,Nunavut,Volume in litres,Other wines,"Total products (x 1,000)",v20857999,14.2.15.1,39
2000,Nunavut,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20858000,14.2.16.1,1
2001,Nunavut,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20858000,14.2.16.1,0
2002,Nunavut,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20858000,14.2.16.1,0
2003,Nunavut,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20858000,14.2.16.1,0
2004,Nunavut,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20858000,14.2.16.1,0
2005,Nunavut,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20858000,14.2.16.1,6
2006,Nunavut,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20858000,14.2.16.1,7
2007,Nunavut,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20858000,14.2.16.1,10
2008,Nunavut,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20858000,14.2.16.1,6
2009,Nunavut,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20858000,14.2.16.1,6
2010,Nunavut,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20858000,14.2.16.1,6
2011,Nunavut,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20858000,14.2.16.1,13
2012,Nunavut,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20858000,14.2.16.1,..
2013,Nunavut,Volume in litres,"Coolers, wines","Total products (x 1,000)",v20858000,14.2.16.1,..
2000,Nunavut,Volume in litres,Beer,"Total products (x 1,000)",v20858002,14.2.17.1,450
2001,Nunavut,Volume in litres,Beer,"Total products (x 1,000)",v20858002,14.2.17.1,460
2002,Nunavut,Volume in litres,Beer,"Total products (x 1,000)",v20858002,14.2.17.1,461
2003,Nunavut,Volume in litres,Beer,"Total products (x 1,000)",v20858002,14.2.17.1,474
2004,Nunavut,Volume in litres,Beer,"Total products (x 1,000)",v20858002,14.2.17.1,478
2005,Nunavut,Volume in litres,Beer,"Total products (x 1,000)",v20858002,14.2.17.1,427
2006,Nunavut,Volume in litres,Beer,"Total products (x 1,000)",v20858002,14.2.17.1,460
2007,Nunavut,Volume in litres,Beer,"Total products (x 1,000)",v20858002,14.2.17.1,455
2008,Nunavut,Volume in litres,Beer,"Total products (x 1,000)",v20858002,14.2.17.1,529
2009,Nunavut,Volume in litres,Beer,"Total products (x 1,000)",v20858002,14.2.17.1,525
2010,Nunavut,Volume in litres,Beer,"Total products (x 1,000)",v20858002,14.2.17.1,545
2011,Nunavut,Volume in litres,Beer,"Total products (x 1,000)",v20858002,14.2.17.1,545
2012,Nunavut,Volume in litres,Beer,"Total products (x 1,000)",v20858002,14.2.17.1,562
2013,Nunavut,Volume in litres,Beer,"Total products (x 1,000)",v20858002,14.2.17.1,536
2000,Nunavut,Volume in litres,Red wines,"Total products (x 1,000)",v20858058,14.2.18.1,7
2001,Nunavut,Volume in litres,Red wines,"Total products (x 1,000)",v20858058,14.2.18.1,7
2002,Nunavut,Volume in litres,Red wines,"Total products (x 1,000)",v20858058,14.2.18.1,7
2003,Nunavut,Volume in litres,Red wines,"Total products (x 1,000)",v20858058,14.2.18.1,8
2004,Nunavut,Volume in litres,Red wines,"Total products (x 1,000)",v20858058,14.2.18.1,9
2005,Nunavut,Volume in litres,Red wines,"Total products (x 1,000)",v20858058,14.2.18.1,11
2006,Nunavut,Volume in litres,Red wines,"Total products (x 1,000)",v20858058,14.2.18.1,12
2007,Nunavut,Volume in litres,Red wines,"Total products (x 1,000)",v20858058,14.2.18.1,12
2008,Nunavut,Volume in litres,Red wines,"Total products (x 1,000)",v20858058,14.2.18.1,15
2009,Nunavut,Volume in litres,Red wines,"Total products (x 1,000)",v20858058,14.2.18.1,15
2010,Nunavut,Volume in litres,Red wines,"Total products (x 1,000)",v20858058,14.2.18.1,15
2011,Nunavut,Volume in litres,Red wines,"Total products (x 1,000)",v20858058,14.2.18.1,17
2012,Nunavut,Volume in litres,Red wines,"Total products (x 1,000)",v20858058,14.2.18.1,19
2013,Nunavut,Volume in litres,Red wines,"Total products (x 1,000)",v20858058,14.2.18.1,21
2000,Nunavut,Volume in litres,White wines,"Total products (x 1,000)",v20858094,14.2.19.1,7
2001,Nunavut,Volume in litres,White wines,"Total products (x 1,000)",v20858094,14.2.19.1,6
2002,Nunavut,Volume in litres,White wines,"Total products (x 1,000)",v20858094,14.2.19.1,6
2003,Nunavut,Volume in litres,White wines,"Total products (x 1,000)",v20858094,14.2.19.1,6
2004,Nunavut,Volume in litres,White wines,"Total products (x 1,000)",v20858094,14.2.19.1,7
2005,Nunavut,Volume in litres,White wines,"Total products (x 1,000)",v20858094,14.2.19.1,8
2006,Nunavut,Volume in litres,White wines,"Total products (x 1,000)",v20858094,14.2.19.1,9
2007,Nunavut,Volume in litres,White wines,"Total products (x 1,000)",v20858094,14.2.19.1,9
2008,Nunavut,Volume in litres,White wines,"Total products (x 1,000)",v20858094,14.2.19.1,11
2009,Nunavut,Volume in litres,White wines,"Total products (x 1,000)",v20858094,14.2.19.1,10
2010,Nunavut,Volume in litres,White wines,"Total products (x 1,000)",v20858094,14.2.19.1,11
2011,Nunavut,Volume in litres,White wines,"Total products (x 1,000)",v20858094,14.2.19.1,14
2012,Nunavut,Volume in litres,White wines,"Total products (x 1,000)",v20858094,14.2.19.1,15
2013,Nunavut,Volume in litres,White wines,"Total products (x 1,000)",v20858094,14.2.19.1,18
2000,Nunavut,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858130,14.2.20.1,1
2001,Nunavut,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858130,14.2.20.1,0
2002,Nunavut,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858130,14.2.20.1,0
2003,Nunavut,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858130,14.2.20.1,0
2004,Nunavut,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858130,14.2.20.1,0
2005,Nunavut,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858130,14.2.20.1,6
2006,Nunavut,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858130,14.2.20.1,7
2007,Nunavut,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858130,14.2.20.1,10
2008,Nunavut,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858130,14.2.20.1,6
2009,Nunavut,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858130,14.2.20.1,6
2010,Nunavut,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858130,14.2.20.1,6
2011,Nunavut,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858130,14.2.20.1,13
2012,Nunavut,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858130,14.2.20.1,..
2013,Nunavut,Volume in litres,Unidentified wines,"Total products (x 1,000)",v20858130,14.2.20.1,..
1993,Ontario,Volume in litres,Total spirits,"Total products (x 1,000)",v20857285,7.2.2.1,"50,565"
1994,Ontario,Volume in litres,Total spirits,"Total products (x 1,000)",v20857285,7.2.2.1,"48,955"
1995,Ontario,Volume in litres,Total spirits,"Total products (x 1,000)",v20857285,7.2.2.1,"48,551"
1996,Ontario,Volume in litres,Total spirits,"Total products (x 1,000)",v20857285,7.2.2.1,"50,131"
1997,Ontario,Volume in litres,Total spirits,"Total products (x 1,000)",v20857285,7.2.2.1,"51,270"
1998,Ontario,Volume in litres,Total spirits,"Total products (x 1,000)",v20857285,7.2.2.1,"57,223"
1999,Ontario,Volume in litres,Total spirits,"Total products (x 1,000)",v20857285,7.2.2.1,"63,173"
2000,Ontario,Volume in litres,Total spirits,"Total products (x 1,000)",v20857285,7.2.2.1,"68,161"
2001,Ontario,Volume in litres,Total spirits,"Total products (x 1,000)",v20857285,7.2.2.1,"69,925"
2002,Ontario,Volume in litres,Total spirits,"Total products (x 1,000)",v20857285,7.2.2.1,"80,554"
2003,Ontario,Volume in litres,Total spirits,"Total products (x 1,000)",v20857285,7.2.2.1,"86,080"
2004,Ontario,Volume in litres,Total spirits,"Total products (x 1,000)",v20857285,7.2.2.1,"86,247"
2005,Ontario,Volume in litres,Total spirits,"Total products (x 1,000)",v20857285,7.2.2.1,"86,224"
2006,Ontario,Volume in litres,Total spirits,"Total products (x 1,000)",v20857285,7.2.2.1,"86,742"
2007,Ontario,Volume in litres,Total spirits,"Total products (x 1,000)",v20857285,7.2.2.1,"85,574"
2008,Ontario,Volume in litres,Total spirits,"Total products (x 1,000)",v20857285,7.2.2.1,"86,846"
2009,Ontario,Volume in litres,Total spirits,"Total products (x 1,000)",v20857285,7.2.2.1,"86,264"
2010,Ontario,Volume in litres,Total spirits,"Total products (x 1,000)",v20857285,7.2.2.1,"84,780"
